user_id,1_per_0_place,1_per_1_place,1_per_2_place,1_per_3_place,2_per_0_place,2_per_1_place,2_per_2_place,2_per_3_place,3_per_0_place,3_per_1_place,3_per_2_place,3_per_3_place,4_per_0_place,4_per_1_place,4_per_2_place,4_per_3_place,5_per_0_place,5_per_1_place,5_per_2_place,5_per_3_place,6_per_0_place,6_per_1_place,6_per_2_place,6_per_3_place,1_per_0_score,1_per_1_score,1_per_2_score,1_per_3_score,2_per_0_score,2_per_1_score,2_per_2_score,2_per_3_score,3_per_0_score,3_per_1_score,3_per_2_score,3_per_3_score,4_per_0_score,4_per_1_score,4_per_2_score,4_per_3_score,5_per_0_score,5_per_1_score,5_per_2_score,5_per_3_score,6_per_0_score,6_per_1_score,6_per_2_score,6_per_3_score,game_id,team_id
10126,1,1,4,3,3,6,1,1,4,4,5,3,2,6,3,6,1,6,4,6,3,3,4,6,107,36,33,9,30,8,209,25,172,17,10,34,78,27,190,103,54,16,14,158,61,33,30,4,209,1514
10127,3,4,5,1,1,1,4,4,5,3,4,2,5,1,2,1,5,1,4,1,4,2,6,1,104,30,15,4,21,8,115,0,122,13,8,32,66,27,169,103,-3,16,4,158,67,21,24,4,235,1670
10128,3,5,3,2,2,4,4,4,3,3,4,2,5,4,2,4,4,4,3,4,6,2,3,4,103,15,44,14,49,8,81,-2,177,21,11,42,63,27,219,103,-22,16,16,158,51,39,33,4,209,1510
10129,2,4,2,1,1,2,4,4,2,4,3,1,3,2,1,2,5,2,2,2,4,2,2,2,104,27,61,32,79,8,143,13,240,18,12,58,85,27,285,103,4,16,30,158,67,32,46,4,190,1350
10130,5,5,6,4,4,1,5,5,5,1,2,5,5,1,5,1,5,1,5,1,4,2,5,1,54,36,-22,-3,-9,8,150,5,80,25,12,28,62,27,82,103,3,16,-7,158,77,29,22,4,184,1272
10131,6,4,5,5,5,1,4,6,5,5,2,2,4,1,6,1,4,1,2,1,6,3,5,1,59,20,28,1,4,8,59,-20,166,15,11,30,80,27,105,103,1,16,18,158,33,25,25,4,211,1534
10132,1,4,1,2,2,2,3,1,1,3,5,1,3,2,1,2,3,2,1,2,2,2,1,2,100,25,98,38,82,8,187,33,337,25,12,58,93,27,290,103,26,16,54,158,61,42,67,4,193,1376
10133,1,6,2,5,5,4,6,6,4,4,4,1,4,4,4,4,6,4,2,4,6,4,4,4,105,9,26,1,5,8,23,-20,157,13,9,36,84,27,156,103,-52,16,9,158,63,23,25,4,252,1854
10134,4,1,3,4,4,3,1,2,3,2,2,5,3,3,4,3,1,3,2,3,3,1,4,3,66,43,35,4,18,8,230,32,175,20,12,26,73,27,126,103,55,16,19,158,62,38,28,4,194,1388
10135,5,4,4,3,6,2,4,4,4,2,3,3,3,2,5,2,4,2,4,2,3,2,3,2,57,27,-10,1,2,8,175,14,106,20,13,31,71,27,104,103,32,16,-5,158,66,36,30,4,244,1766
10136,1,4,1,2,2,2,3,1,1,3,5,1,3,2,1,2,3,2,1,2,2,2,1,2,100,25,98,38,82,8,187,33,337,25,12,58,93,27,290,103,26,16,54,158,61,42,67,4,193,1376
10137,5,5,5,2,2,5,4,4,5,5,5,4,5,5,2,5,4,5,5,5,5,6,6,5,103,16,9,6,23,8,114,5,105,14,8,35,58,27,175,103,10,16,0,158,66,17,24,4,202,1436
10138,3,5,2,5,5,5,5,4,3,5,6,3,3,5,3,5,5,5,2,5,5,3,4,5,104,18,60,2,9,8,92,3,220,16,9,38,81,27,162,103,-11,16,25,158,53,29,38,4,183,1256
10139,5,6,5,4,4,2,6,6,6,2,2,6,6,2,5,2,6,2,4,2,6,2,6,2,70,10,14,7,23,8,16,-21,112,24,14,28,55,27,142,103,-61,16,5,158,47,41,14,4,206,1472
10140,4,1,4,6,6,3,2,3,5,4,4,6,5,3,6,3,1,3,4,3,3,3,5,3,75,60,24,-6,-22,8,303,36,129,15,9,24,59,27,80,103,85,16,9,158,96,26,22,4,233,1644
10141,1,5,6,1,1,6,5,4,5,4,5,1,2,6,1,6,4,6,6,6,5,5,1,6,104,24,7,27,71,8,114,1,138,20,12,54,78,27,268,103,-8,16,0,158,67,30,33,4,206,1482
10142,6,1,5,6,6,2,1,1,5,1,2,6,5,2,6,2,1,2,5,2,6,1,1,2,65,44,12,2,9,8,207,13,136,18,11,21,69,27,108,103,49,16,2,158,74,27,35,4,246,1786
10143,6,5,6,6,6,4,4,6,6,2,5,6,6,4,6,4,4,4,6,4,5,2,6,4,52,8,-58,-11,-36,8,48,-30,-1,32,12,15,52,27,32,103,-38,16,-30,158,51,57,3,4,219,1600
10144,4,4,3,5,6,2,4,3,3,4,5,3,1,2,4,2,3,2,4,2,3,4,6,2,78,30,13,1,4,8,162,7,155,15,11,36,98,27,130,103,33,16,5,158,69,23,24,4,262,1904
10145,4,2,1,1,1,3,1,1,1,2,1,1,1,3,1,3,1,3,1,3,2,4,1,3,104,29,92,36,84,8,225,33,333,19,15,58,106,27,297,103,27,16,50,158,107,29,66,4,247,1800
10146,1,6,2,5,5,4,6,6,4,4,4,1,4,4,4,4,6,4,2,4,6,4,4,4,105,9,26,1,5,8,23,-20,157,13,9,36,84,27,156,103,-52,16,9,158,63,23,25,4,252,1854
10147,1,3,1,2,2,4,1,1,1,2,3,2,1,4,2,4,1,4,1,4,1,4,1,4,105,28,71,18,59,8,204,23,295,26,14,49,109,27,245,103,27,16,38,158,92,34,51,4,264,1916
10148,6,3,5,6,6,6,3,3,6,4,1,6,6,6,6,6,3,6,4,6,5,3,6,6,47,43,-20,-12,-30,8,252,39,67,18,17,12,53,27,34,103,82,16,-5,158,60,28,21,4,184,1270
10149,1,1,1,3,3,3,1,1,1,1,2,6,2,3,3,3,1,3,1,3,3,1,2,3,105,33,32,3,16,8,185,14,187,19,11,30,97,27,165,103,40,16,10,158,72,26,29,4,235,1674
10150,3,4,5,1,1,1,4,4,5,3,4,2,5,1,2,1,5,1,4,1,4,2,6,1,104,30,15,4,21,8,115,0,122,13,8,32,66,27,169,103,-3,16,4,158,67,21,24,4,235,1670
10151,3,2,1,3,3,4,1,1,2,3,3,5,4,4,3,4,1,4,1,4,3,4,2,4,93,29,38,9,31,8,188,18,164,20,12,34,63,27,179,103,38,16,11,158,69,34,32,4,206,1474
10152,2,6,5,3,3,4,5,4,5,5,5,3,4,4,3,4,4,4,5,4,5,6,3,4,106,9,5,6,25,8,44,-4,115,12,8,33,64,27,178,103,-29,16,-1,158,49,19,35,4,194,1394
10153,1,3,1,2,2,1,3,1,1,1,4,2,1,1,2,1,3,1,1,1,2,3,1,1,106,29,83,29,75,8,205,27,318,24,11,56,106,27,277,103,28,16,45,158,90,31,60,4,190,1348
10154,5,1,2,5,5,3,1,1,2,3,3,2,6,3,5,3,1,3,2,3,1,2,2,3,68,78,60,2,9,8,397,81,211,20,12,32,66,27,123,103,91,16,26,158,113,34,39,4,218,1586
10155,4,3,5,1,1,2,2,2,5,3,3,2,5,2,1,2,3,2,5,2,1,1,5,2,90,55,14,11,39,8,312,37,110,14,11,35,58,27,186,103,78,16,3,158,112,30,21,4,252,1850
10156,6,4,5,6,6,1,5,6,5,2,1,6,6,1,6,1,5,1,5,1,4,4,5,1,57,20,12,-13,-38,8,58,-15,131,22,14,14,61,27,34,103,-34,16,9,158,59,28,27,4,209,1516
10157,4,2,6,1,1,3,4,4,6,3,5,1,6,3,1,3,3,3,6,3,6,3,4,3,102,33,-29,17,54,8,160,8,20,17,8,46,30,27,227,103,41,16,-23,158,52,26,25,4,205,1460
10158,6,6,6,6,6,3,6,6,6,6,5,5,6,3,6,3,6,3,5,3,6,6,5,3,51,13,-53,1,7,8,31,-15,5,13,11,24,47,27,94,103,-42,16,-19,158,57,18,17,4,238,1708
10159,2,1,2,3,3,2,3,6,2,1,1,6,3,2,3,2,4,2,2,2,1,1,4,2,74,30,52,2,9,8,115,-14,211,32,13,22,74,27,120,103,-18,16,21,158,62,55,32,4,242,1744
10160,1,3,1,1,1,5,4,4,1,1,1,1,4,5,1,5,5,5,1,5,5,1,1,5,107,31,54,16,51,8,164,13,228,26,13,46,86,27,233,103,11,16,19,158,67,42,43,4,248,1816
10161,4,2,2,3,3,6,3,3,2,5,6,5,6,6,3,6,3,6,2,6,6,6,3,6,78,32,56,8,32,8,156,12,194,20,11,31,58,27,160,103,21,16,26,158,61,30,34,4,264,1924
10162,4,6,1,6,6,2,5,4,2,5,3,4,2,2,6,2,4,2,2,2,4,4,6,2,83,22,42,1,5,8,96,-1,207,14,12,37,104,27,138,103,-10,16,15,158,63,22,32,4,241,1726
10163,4,3,6,5,5,4,5,5,6,4,5,1,6,4,4,4,4,4,6,4,6,4,1,4,104,32,2,1,3,8,95,-2,104,11,8,35,60,27,151,103,-2,16,0,158,54,13,31,4,235,1666
10164,4,4,5,6,6,4,4,5,5,6,4,4,4,4,4,4,4,4,5,4,3,6,5,4,95,23,4,0,2,8,111,2,132,12,10,36,79,27,143,103,1,16,1,158,64,21,36,4,183,1258
10165,6,2,3,2,2,2,2,2,3,3,1,4,2,2,5,2,2,2,3,2,4,3,3,2,59,47,62,6,25,8,265,39,252,14,12,28,107,27,130,103,58,16,29,158,102,19,40,4,213,1546
10166,1,4,1,3,2,3,3,5,1,3,3,1,4,3,2,3,5,3,1,3,4,3,3,3,105,30,27,5,21,8,164,2,182,11,8,33,106,27,172,103,4,16,9,158,108,20,29,4,246,1784
10167,2,3,3,2,2,4,3,3,3,6,4,3,2,4,2,4,3,4,4,4,4,4,3,4,101,27,38,7,25,8,162,8,201,14,11,30,100,27,174,103,28,16,14,158,76,23,35,4,211,1538
10168,1,2,4,1,1,4,4,5,4,3,1,2,3,4,1,4,4,4,5,4,2,3,5,4,67,29,18,9,28,8,118,-5,127,22,17,31,65,27,152,103,-12,16,3,158,67,39,19,4,234,1656
10169,5,6,1,3,3,2,6,6,4,3,4,3,4,2,3,2,6,2,1,2,5,1,3,2,95,11,31,8,32,8,44,-17,163,20,11,32,71,27,178,103,-36,16,11,158,54,32,30,4,243,1748
10170,2,3,2,2,2,1,2,2,2,6,4,6,1,1,2,1,3,1,2,1,1,4,2,1,87,45,39,2,9,8,244,22,206,12,11,24,108,27,133,103,54,16,15,158,102,21,32,4,244,1762
10171,6,1,6,4,4,3,3,3,6,2,1,6,6,3,5,3,1,3,6,3,5,3,6,3,50,66,-49,1,5,8,291,36,8,18,15,23,52,27,94,103,97,16,-29,158,69,23,16,4,252,1852
10172,2,1,4,5,5,6,1,2,4,5,6,4,3,6,4,6,1,6,4,6,1,6,5,6,106,54,14,4,21,8,268,22,142,12,8,30,89,27,169,103,66,16,4,158,110,16,23,4,205,1462
10173,5,1,2,5,5,3,4,5,6,3,1,6,6,3,4,3,5,3,5,3,3,3,3,3,75,29,41,8,29,8,106,-1,175,18,13,31,69,27,156,103,-13,16,12,158,65,26,35,4,241,1728
10174,1,3,1,2,2,1,3,1,1,1,4,2,1,1,2,1,3,1,1,1,2,3,1,1,106,29,83,29,75,8,205,27,318,24,11,56,106,27,277,103,28,16,45,158,90,31,60,4,190,1348
10175,6,4,1,6,6,2,2,2,2,5,1,3,2,2,6,2,3,2,2,2,4,3,2,2,66,46,83,2,7,8,282,47,299,13,12,31,107,27,118,103,65,16,43,158,104,20,53,4,236,1682
10176,4,3,2,6,6,3,3,3,1,3,4,6,3,3,6,3,3,3,1,3,4,4,3,3,63,30,60,-7,-15,8,192,25,234,20,12,24,88,27,77,103,47,16,30,158,62,28,36,4,214,1558
10177,2,6,2,2,2,6,6,6,4,2,6,2,6,6,2,6,6,6,3,6,6,3,3,6,94,1,56,11,39,8,-18,-18,191,19,11,36,58,27,191,103,-69,16,22,158,39,29,36,4,192,1372
10178,5,5,2,4,4,2,6,5,2,3,3,6,3,2,5,2,4,2,2,2,5,5,4,2,67,15,41,3,13,8,35,-14,174,20,13,24,67,27,120,103,-46,16,20,158,52,28,26,4,245,1780
10179,4,1,3,6,6,5,3,5,4,5,4,4,3,5,6,5,3,5,3,5,2,3,5,5,81,32,22,1,7,8,138,-2,140,19,12,38,66,27,139,103,0,16,6,158,70,38,27,4,206,1476
10180,1,6,1,2,2,5,5,5,1,2,3,2,3,5,2,5,5,5,1,5,5,1,1,5,99,23,31,11,41,8,91,-2,165,19,12,39,75,27,202,103,-15,16,10,158,55,30,30,4,262,1912
10181,6,6,6,5,4,5,6,6,6,2,5,3,6,5,4,5,6,5,6,5,6,1,6,5,57,12,-55,2,10,8,44,-20,12,25,12,29,54,27,110,103,-53,16,-26,158,54,51,14,4,234,1652
10182,4,1,1,3,4,2,1,1,2,1,1,5,3,2,4,2,1,2,2,2,1,1,5,2,66,33,35,4,16,8,213,19,163,26,15,25,64,27,126,103,48,16,14,158,67,46,24,4,239,1716
10183,5,5,5,5,5,6,5,6,5,3,5,1,5,6,5,6,5,6,3,6,4,2,6,6,61,18,23,1,7,8,52,-17,137,20,13,32,64,27,114,103,-42,16,11,158,57,36,19,4,239,1722
10184,6,2,1,5,4,2,2,2,2,1,1,5,5,2,5,2,2,2,2,2,5,1,1,2,56,46,61,3,15,8,243,28,215,32,16,25,59,27,115,103,70,16,23,158,60,39,40,4,214,1560
10185,1,2,5,1,1,3,1,1,2,1,1,1,1,3,1,3,3,3,1,3,1,1,2,3,107,40,24,32,79,8,328,68,246,29,14,59,115,27,291,103,41,16,42,158,123,56,36,4,192,1366
10186,2,5,3,1,1,4,4,3,2,5,3,1,1,4,1,4,4,4,3,4,3,5,2,4,102,15,39,18,56,8,126,12,208,16,12,45,106,27,233,103,14,16,10,158,64,21,37,4,210,1522
10187,4,1,5,5,6,1,1,2,6,4,4,2,6,1,5,1,1,1,5,1,3,4,4,1,95,49,4,2,1,8,262,31,131,13,8,35,83,27,141,103,68,16,2,158,91,23,29,4,231,1630
10188,6,4,3,5,6,4,5,4,5,2,2,6,5,4,6,4,5,4,4,4,6,5,5,4,88,19,27,2,12,8,62,-9,149,22,15,27,64,27,144,103,-28,16,8,158,54,26,28,4,243,1756
10189,2,2,4,2,2,5,3,3,2,6,6,3,1,5,1,5,3,5,5,5,1,6,3,5,105,33,17,4,21,8,151,1,170,10,8,32,110,27,170,103,4,16,4,158,102,11,29,4,235,1664
10190,4,4,4,5,5,3,5,4,5,6,4,2,4,3,4,3,5,3,4,3,6,5,4,3,62,12,1,1,5,8,20,-23,100,18,12,34,58,27,114,103,-56,16,1,158,49,38,22,4,219,1602
10191,6,4,3,6,6,4,4,2,2,1,1,5,5,4,6,4,4,4,2,4,5,1,3,4,53,40,40,0,2,8,249,37,206,14,13,25,97,27,93,103,50,16,22,158,82,40,33,4,215,1574
10192,6,4,5,4,4,4,2,1,5,2,3,5,5,4,6,4,2,4,5,4,5,1,6,4,66,30,10,7,27,8,225,25,107,25,11,29,54,27,140,103,61,16,1,158,56,53,17,4,205,1464
10193,3,5,3,2,2,4,4,4,3,3,4,2,5,4,2,4,4,4,3,4,6,2,3,4,103,15,44,14,49,8,81,-2,177,21,11,42,63,27,219,103,-22,16,16,158,51,39,33,4,209,1510
10194,5,4,4,6,6,3,3,4,4,4,5,6,4,3,6,3,3,3,4,3,4,4,4,3,55,23,18,-5,-20,8,134,6,158,21,8,24,78,27,62,103,18,16,9,158,63,24,32,4,210,1530
10195,4,6,5,4,4,6,6,6,5,2,1,4,5,6,4,6,6,6,5,6,6,3,6,6,69,7,17,0,0,8,2,-21,145,25,15,33,66,27,117,103,-60,16,8,158,43,33,29,4,210,1524
10196,3,3,4,3,4,5,3,3,5,3,5,3,5,5,3,5,1,5,5,5,4,4,6,5,73,30,28,5,19,8,183,19,138,16,12,28,60,27,137,103,48,16,9,158,61,25,25,4,192,1368
10197,2,4,5,2,3,1,3,3,5,2,4,2,5,1,2,1,3,1,6,1,5,2,5,1,103,25,35,14,49,8,132,6,191,24,11,42,90,27,219,103,4,16,9,158,62,35,33,4,241,1730
10198,4,2,2,2,2,3,1,1,1,5,5,2,2,3,2,3,1,3,3,3,2,3,1,3,97,28,31,9,35,8,162,7,197,16,10,37,105,27,188,103,27,16,8,158,69,31,37,4,243,1754
10199,1,6,1,2,2,5,5,5,1,2,3,2,3,5,2,5,5,5,1,5,5,1,1,5,99,23,31,11,41,8,91,-2,165,19,12,39,75,27,202,103,-15,16,10,158,55,30,30,4,262,1912
10200,5,5,2,4,4,2,6,5,2,3,3,6,3,2,5,2,4,2,2,2,5,5,4,2,67,15,41,3,13,8,35,-14,174,20,13,24,67,27,120,103,-46,16,20,158,52,28,26,4,245,1780
10201,1,3,1,1,1,5,4,4,1,1,1,1,4,5,1,5,5,5,1,5,5,1,1,5,107,31,54,16,51,8,164,13,228,26,13,46,86,27,233,103,11,16,19,158,67,42,43,4,248,1816
10202,5,6,5,4,4,2,6,6,6,2,2,6,6,2,5,2,6,2,4,2,6,2,6,2,70,10,14,7,23,8,16,-21,112,24,14,28,55,27,142,103,-61,16,5,158,47,41,14,4,206,1472
10203,1,2,1,5,5,5,2,1,1,6,5,3,1,5,3,5,2,5,1,5,1,6,1,5,91,59,73,-3,-9,8,305,44,264,11,9,31,105,27,119,103,83,16,34,158,106,13,41,4,184,1268
10204,4,1,4,3,3,6,1,1,4,5,5,4,3,6,4,6,1,6,4,6,1,4,3,6,59,62,8,3,15,8,294,34,120,13,11,25,67,27,113,103,84,16,1,158,94,20,31,4,237,1698
10205,1,4,4,2,2,2,4,4,4,2,5,3,4,2,1,2,4,2,5,2,5,4,5,2,101,24,16,5,22,8,77,-10,127,21,12,30,66,27,170,103,-20,16,2,158,57,26,22,4,249,1826
10206,4,6,4,2,2,4,6,6,4,3,4,2,3,4,4,4,6,4,6,4,6,4,4,4,61,18,-20,2,8,8,51,-11,87,18,11,31,69,27,113,103,-39,16,-7,158,59,24,27,4,184,1274
10207,5,5,1,3,3,5,5,5,2,1,1,3,4,5,3,5,5,5,1,5,4,2,1,5,83,27,77,8,33,8,143,8,250,26,16,33,63,27,173,103,5,16,38,158,62,41,46,4,205,1466
10208,1,6,4,1,1,4,6,6,4,1,4,1,5,4,1,4,6,4,4,4,5,1,5,4,100,-2,20,8,34,8,18,-23,146,21,13,35,73,27,190,103,-58,16,8,158,68,33,24,4,251,1840
10209,2,4,5,2,3,1,3,3,5,2,4,2,5,1,2,1,3,1,6,1,5,2,5,1,103,25,35,14,49,8,132,6,191,24,11,42,90,27,219,103,4,16,9,158,62,35,33,4,241,1730
10210,2,3,1,1,1,3,2,2,1,3,2,3,1,3,2,3,2,3,1,3,1,3,1,3,85,25,54,4,22,8,168,14,230,25,14,31,93,27,156,103,24,16,20,158,71,34,38,4,201,1424
10211,4,1,5,5,6,1,1,2,6,4,4,2,6,1,5,1,1,1,5,1,3,4,4,1,95,49,4,2,1,8,262,31,131,13,8,35,83,27,141,103,68,16,2,158,91,23,29,4,231,1630
10212,6,1,6,6,4,5,1,4,6,1,1,4,6,5,6,5,2,5,6,5,4,1,5,5,54,32,-35,-5,-9,8,190,10,53,34,15,28,49,27,83,103,35,16,-18,158,56,57,23,4,193,1378
10213,5,6,6,3,3,2,6,6,6,3,2,5,6,2,5,2,6,2,6,2,6,4,6,2,64,12,-51,7,23,8,16,-25,12,19,13,26,43,27,133,103,-46,16,-21,158,50,25,22,4,183,1260
10214,2,4,3,1,1,2,4,4,3,5,3,4,2,2,1,2,4,2,3,2,3,5,3,2,75,42,26,7,28,8,219,17,164,12,11,30,89,27,151,103,50,16,7,158,91,19,30,4,184,1276
10215,6,1,3,4,4,3,1,1,4,2,3,6,5,3,6,3,1,3,3,3,4,1,3,3,63,46,56,3,13,8,246,34,209,20,11,23,69,27,113,103,72,16,24,158,61,33,40,4,183,1266
10216,6,2,6,5,5,5,3,3,6,4,5,5,6,5,6,5,2,5,6,5,4,5,6,5,55,57,-42,1,4,8,234,21,23,16,11,28,55,27,99,103,75,16,-20,158,60,21,14,4,244,1770
10217,5,2,6,2,5,1,6,6,6,2,1,5,6,1,5,1,6,1,6,1,5,2,2,1,72,31,0,5,16,8,123,-2,116,17,13,26,67,27,132,103,-2,16,-1,158,74,22,33,4,246,1788
10218,5,6,1,6,4,3,6,6,1,1,3,6,4,3,6,3,6,3,1,3,6,1,1,3,63,7,97,4,21,8,38,-10,338,24,11,25,106,27,124,103,-54,16,47,158,60,35,64,4,213,1544
10219,5,4,4,3,6,2,4,4,4,2,3,3,3,2,5,2,4,2,4,2,3,2,3,2,57,27,-10,1,2,8,175,14,106,20,13,31,71,27,104,103,32,16,-5,158,66,36,30,4,244,1766
10220,5,5,3,4,4,6,2,2,3,5,3,5,3,6,5,6,2,6,2,6,2,5,4,6,61,30,23,2,9,8,170,8,162,11,11,31,95,27,114,103,24,16,7,158,96,12,26,4,235,1668
10221,4,3,1,4,4,1,3,2,1,2,2,6,4,1,4,1,3,1,1,1,5,1,1,1,72,35,79,3,13,8,228,38,293,21,12,23,99,27,123,103,45,16,43,158,75,35,51,4,218,1580
10222,5,5,3,4,4,6,2,2,3,5,3,5,3,6,5,6,2,6,2,6,2,5,4,6,61,30,23,2,9,8,170,8,162,11,11,31,95,27,114,103,24,16,7,158,96,12,26,4,235,1668
10223,5,2,2,4,4,5,2,2,2,4,2,6,1,5,5,5,2,5,2,5,2,5,2,5,66,33,56,3,15,8,207,20,239,17,13,23,106,27,120,103,38,16,23,158,92,24,37,4,238,1700
10224,1,3,5,2,2,5,3,3,4,4,6,3,5,5,2,5,3,5,5,5,3,6,3,5,104,23,-8,6,23,8,112,-1,102,25,8,33,58,27,174,103,-6,16,-3,158,61,35,30,4,219,1594
10225,5,2,1,1,1,1,2,2,6,2,1,3,6,1,5,1,2,1,2,1,5,2,2,1,81,30,30,7,28,8,185,10,151,18,14,30,63,27,160,103,27,16,9,158,99,19,31,4,195,1410
10226,5,5,3,4,4,6,2,2,3,5,3,5,3,6,5,6,2,6,2,6,2,5,4,6,61,30,23,2,9,8,170,8,162,11,11,31,95,27,114,103,24,16,7,158,96,12,26,4,235,1668
10227,5,5,5,5,5,6,5,6,5,3,5,1,5,6,5,6,5,6,3,6,4,2,6,6,61,18,23,1,7,8,52,-17,137,20,13,32,64,27,114,103,-42,16,11,158,57,36,19,4,239,1722
10228,4,4,4,5,5,3,5,4,5,6,4,2,4,3,4,3,5,3,4,3,6,5,4,3,62,12,1,1,5,8,20,-23,100,18,12,34,58,27,114,103,-56,16,1,158,49,38,22,4,219,1602
10229,3,1,1,2,2,6,1,1,1,1,2,5,4,6,2,6,1,6,1,6,5,2,3,6,63,32,46,5,15,8,221,24,183,32,15,22,60,27,120,103,57,16,18,158,58,50,27,4,234,1662
10230,4,1,3,5,3,4,2,2,3,5,4,4,2,4,4,4,2,4,4,4,2,5,4,4,67,41,33,4,21,8,249,26,205,15,12,27,110,27,131,103,47,16,15,158,116,19,32,4,192,1370
10231,2,1,2,3,3,2,3,6,2,1,1,6,3,2,3,2,4,2,2,2,1,1,4,2,74,30,52,2,9,8,115,-14,211,32,13,22,74,27,120,103,-18,16,21,158,62,55,32,4,242,1744
10232,1,3,2,2,2,2,3,3,1,4,4,2,2,2,2,2,4,2,2,2,2,4,2,2,108,30,70,11,38,8,180,13,266,12,10,37,105,27,204,103,20,16,35,158,92,25,44,4,205,1468
10233,6,3,6,6,6,4,3,3,6,2,2,6,4,4,6,4,3,4,6,4,6,4,1,4,55,27,3,-8,-34,8,151,9,123,23,14,16,64,27,43,103,31,16,3,158,56,28,30,4,239,1720
10234,1,2,4,1,1,4,4,5,4,3,1,2,3,4,1,4,4,4,5,4,2,3,5,4,67,29,18,9,28,8,118,-5,127,22,17,31,65,27,152,103,-12,16,3,158,67,39,19,4,234,1656
10235,6,2,6,6,6,5,2,3,6,2,2,6,6,5,6,5,1,5,6,5,5,1,6,5,51,32,-22,-8,-39,8,208,21,66,21,13,17,55,27,34,103,54,16,-7,158,65,36,19,4,190,1340
10236,1,3,1,1,1,5,4,4,1,1,1,1,4,5,1,5,5,5,1,5,5,1,1,5,107,31,54,16,51,8,164,13,228,26,13,46,86,27,233,103,11,16,19,158,67,42,43,4,248,1816
10237,2,1,4,5,5,6,1,2,4,5,6,4,3,6,4,6,1,6,4,6,1,6,5,6,106,54,14,4,21,8,268,22,142,12,8,30,89,27,169,103,66,16,4,158,110,16,23,4,205,1462
10238,1,5,3,4,4,4,5,5,3,3,2,1,2,4,1,4,5,4,3,4,2,3,5,4,103,18,15,1,5,8,80,-11,144,20,15,37,81,27,161,103,-26,16,4,158,67,32,24,4,244,1760
10239,4,3,6,5,5,4,5,5,6,4,5,1,6,4,4,4,4,4,6,4,6,4,1,4,104,32,2,1,3,8,95,-2,104,11,8,35,60,27,151,103,-2,16,0,158,54,13,31,4,235,1666
10240,5,2,1,1,1,1,2,2,6,2,1,3,6,1,5,1,2,1,2,1,5,2,2,1,81,30,30,7,28,8,185,10,151,18,14,30,63,27,160,103,27,16,9,158,99,19,31,4,195,1410
10241,1,3,2,2,2,2,3,3,1,4,4,2,2,2,2,2,4,2,2,2,2,4,2,2,108,30,70,11,38,8,180,13,266,12,10,37,105,27,204,103,20,16,35,158,92,25,44,4,205,1468
10242,3,4,6,3,2,5,5,5,6,3,2,2,6,5,3,5,5,5,6,5,6,2,4,5,61,28,-24,0,9,8,99,-6,61,19,14,34,50,27,118,103,-16,16,-9,158,64,29,25,4,251,1834
10243,6,5,5,4,4,6,5,4,5,4,6,1,4,6,4,6,5,6,5,6,5,4,2,6,61,22,10,1,8,8,79,-8,141,17,11,35,74,27,116,103,-21,16,3,158,55,31,37,4,242,1738
10244,6,6,2,6,6,2,6,6,4,2,1,4,4,2,6,2,6,2,3,2,5,3,5,2,58,22,24,0,1,8,58,-9,138,14,12,31,69,27,102,103,-30,16,6,158,55,20,25,4,235,1672
10245,4,1,3,4,4,3,1,2,3,2,2,5,3,3,4,3,1,3,2,3,3,1,4,3,66,43,35,4,18,8,230,32,175,20,12,26,73,27,126,103,55,16,19,158,62,38,28,4,194,1388
10246,5,5,3,4,4,6,2,2,3,5,3,5,3,6,5,6,2,6,2,6,2,5,4,6,61,30,23,2,9,8,170,8,162,11,11,31,95,27,114,103,24,16,7,158,96,12,26,4,235,1668
10247,6,4,2,2,2,1,4,2,3,1,1,2,5,1,2,1,5,1,2,1,4,1,3,1,68,25,29,15,52,8,131,12,155,28,16,43,62,27,194,103,-19,16,8,158,67,46,28,4,206,1480
10248,2,6,5,6,6,4,6,6,5,1,1,6,5,4,6,4,6,4,2,4,4,3,3,4,67,-4,-1,-28,-59,8,4,-23,123,26,18,-3,62,27,-5,103,-63,16,9,158,64,30,27,4,249,1828
10249,4,1,3,3,3,4,1,1,3,3,5,4,1,4,3,4,1,4,4,4,1,5,4,4,104,62,25,5,21,8,313,37,184,18,8,33,103,27,171,103,81,16,7,158,110,23,31,4,248,1818
10250,6,5,5,4,4,6,5,4,5,4,6,1,4,6,4,6,5,6,5,6,5,4,2,6,61,22,10,1,8,8,79,-8,141,17,11,35,74,27,116,103,-21,16,3,158,55,31,37,4,242,1738
10251,5,4,6,4,5,1,4,4,6,4,2,5,4,1,5,1,4,1,6,1,3,6,5,1,63,21,-21,4,17,8,148,9,77,15,12,25,65,27,121,103,17,16,-8,158,84,17,26,4,192,1374
10252,1,3,4,1,1,1,3,3,4,4,4,1,5,1,1,1,3,1,4,1,3,4,4,1,106,42,46,16,51,8,250,26,215,8,8,43,105,27,224,103,54,16,17,158,110,18,39,4,213,1554
10253,6,1,6,4,4,3,3,3,6,2,1,6,6,3,5,3,1,3,6,3,5,3,6,3,50,66,-49,1,5,8,291,36,8,18,15,23,52,27,94,103,97,16,-29,158,69,23,16,4,252,1852
10254,5,4,4,3,6,2,4,4,4,2,3,3,3,2,5,2,4,2,4,2,3,2,3,2,57,27,-10,1,2,8,175,14,106,20,13,31,71,27,104,103,32,16,-5,158,66,36,30,4,244,1766
